Keyword,Significance,Support,Frequency
"погружение",0.911127,16,17
"подавление",0.240329,4,4
"подагра",0.024667,7,11
"подарок",14.001401,131,206
"подача",2.560218,29,30
"подбор",1.189256,14,20
"подбора",0.352345,8,8
"подборка",4.345839,94,107
"подбородок",0.233241,5,6
"подборочка",0.013429,2,2
"подведение",0.285001,4,5
"подвеска",0.151608,2,2
"подвиг",0.679997,8,9
"подвид",0.032864,2,2
"подвижность",0.138084,5,5
"подвох",0.257211,7,8
"подготовка",4.403552,46,57
"подгузник",0.086851,3,3
"поддающийся лечению",2.068505,3,3
"подделка",0.184542,2,3
"поддержание",1.431727,16,17
"поддержка",38.054754,343,539
"поддержкабизнес",0.015143,3,3
"поделка",0.202799,4,4
"подзарядка",0.027669,3,3
"подзатыльник",0.016802,2,2
"подземелье",0.349846,11,16
"подкаст",0.385168,36,60
"подкат",0.015143,3,3
"подключение",1.180682,13,14
"подкрепление",0.058608,2,2
"подкуп",0.139204,2,3
"подлежащее",0.044788,2,2
"подлинник",0.043882,2,2
"подлость",0.249384,7,7
"подмышка",0.023386,2,2
"подноготная",0.030454,1,2
"подножие",0.24168,4,7
"подобные состояния",2.749689,2,2
"подозрение",2.530342,27,30
"подозрительность",0.042334,2,4
"подоконник",0.120252,2,2
"подонок",0.056605,1,3
"подопечный",0.185627,2,3
"подорожник",0.014757,3,3
"подпивас",0.012424,1,2
"подписание",0.361511,4,4
"подписка",2.849597,35,47
"подписчик",3.574963,83,114
"подписчица",0.023715,8,8
"подпись",1.253366,14,14
"подпитка",0.122703,4,4
"подпорка",0.028328,1,2
"подработка",0.140166,7,8
"подражание",0.367416,9,9
"подраздел",0.039635,3,3
"подразделение",0.585567,6,7
"подраса",0.012424,1,2
"подробный обзор",1.292465,2,2
"подросток",4.489501,48,53
"подруга",3.405367,33,46
"подружка",0.732419,8,9
"подрядчик",0.585239,6,8
"подсветка",0.08068,2,2
"подсеть",0.014199,2,3
"подсказка",0.711224,12,13
"подснежник",0.04234,1,5
"подсознание",1.31212,16,42
"подсолнечник",0.033328,2,2
"подсолнух",0.071123,2,4
"подстава",0.078906,3,3
"подстилка",0.047647,2,2
"подстригание",0.012988,1,4
"подстройка",0.030242,4,4
"подступ",0.03592,2,2
"подсчёт",0.542615,6,6
"подтверждение",1.274237,14,15
"подтягивание",0.034896,3,3
"подушечка",0.165772,3,3
"подушка",0.704513,8,9
"подход",8.974636,85,121
"подчинение",0.250367,3,4
"подчинённый",0.36716,4,5
"подшёрсток",0.013429,2,2
"подъезд",1.117689,12,13
"поедание",0.062183,3,3
"поединок",0.901731,11,11
"поезд",2.207085,18,34
"поездка",20.950129,218,261
"пожар",1.128277,9,18
"пожарный",0.220751,3,4
"пожертвование",0.571351,8,10
"пожирание",0.01481,1,2
"поза",0.811985,9,11
"позвонок",0.089704,1,25
"позвоночник",0.8971,17,19
"поздравление",1.202482,16,19
"позитив",0.298531,4,4
"позитивнаяжизнь",0.020286,6,6
"позиционирование",0.231244,6,8
"познание",0.57081,7,7
"позыв",0.02753,3,4
"поимка",0.082912,3,3
"поиск",10.405579,109,132
"поисковик",0.157553,2,2
"пойма",0.053221,2,2
"пока",0.013223,1,4
"показ",0.701686,8,8
"показание",0.268439,3,3
"показания счетчика",0.770501,5,6
"покатушка",0.030079,3,3
"покаяние",0.400446,4,13
"покер",0.410943,11,28
"покетбук",0.012424,1,2
"поклон",0.177667,3,3
"поклонение",0.238607,3,5
"поклонник",4.061901,45,50
"поклонница",0.15585,4,4
"покой",6.248573,61,81
"покойный",0.082925,2,2
"поколение",4.239534,42,54
"покорность",0.571871,27,33
"покров",0.252547,5,5
"покровитель",0.196398,3,3
"покровительство",0.064657,1,2
"покрытие",0.178369,2,2
"покупатель",3.91024,32,62
"покупка",7.183996,75,87
"покур",0.018143,5,5
"пол",5.978449,60,78
"пола",0.588142,7,7
"полдела",0.030328,2,3
"полдень",0.254525,3,3
"поле",9.201222,97,111
"полезная информация",5.839749,7,8
"полезная нагрузка",2.122901,2,2
"полезноепитание",0.023715,8,8
"полезные ископаемые",2.005568,2,4
"полено",0.055454,5,6
"полиартрит",0.013429,2,2
"полигон",1.687348,13,31
"поликлиника",0.900313,10,11
"полировка",0.026793,2,2
"полис",0.859407,8,19
"политик",0.276436,3,3
"политика",2.418399,25,30
"политолог",0.256416,2,4
"полицейский",1.191389,12,16
"полиция",4.512312,41,64
"полиэтилен",0.089426,2,2
"полиэтиленовый пакет",1.179404,3,4
"полк",0.449389,5,5
"полка",0.682188,8,8
"полководец",0.08068,2,2
"полмиллиметра",0.015143,3,3
"полмиллиона",0.328061,9,9
"полномочие",0.276436,3,3
"полнота",0.71129,9,9
"полночь",0.551913,6,8
"полный набор",2.939874,3,3
"полова",0.055937,2,2
"половая железа",0.584319,1,2
"половинка",0.703881,10,10
"положение",5.256734,55,64
"поломка",0.185134,4,4
"полон",0.235406,8,8
"полоса",2.259024,22,30
"полость",0.149945,3,3
"полотенце",0.908143,11,15
"полотно",0.695643,8,8
"полочка",0.366955,6,6
"полсотни",0.063815,2,2
"полстакана",0.055728,4,4
"полугодие",0.185332,2,2
"полузащитник",0.177139,4,4
"полукольцо",0.026597,2,2
"полуостров",0.603731,7,8
"полуфабрикат",0.171832,3,5
"полуфинал",1.026208,17,18
"получас",0.125281,2,4
"получатель",0.372786,5,5
"получе",0.015939,3,4
"получение",7.237484,79,85
"полушарие",0.087297,2,2
"полчище",0.067959,4,5
"полынь",0.03592,2,2
"польза",6.5263,67,82
"пользование",0.940546,10,11
"пользователь",8.00516,76,109
"полька",0.023386,2,2
"полюс",0.48399,6,7
"поляк",0.107434,1,2
"поляна",0.202552,3,3
"полярник",0.043195,4,4
"полярность",0.020203,3,3
"полёт",2.319461,25,28
"полётность",0.014957,2,5
"поместье",0.16167,3,4
"пометка",0.227516,5,6
"помещение",2.379592,25,29
"помидор",1.932469,21,39
"помойка",0.353681,5,7
"помощник",4.670556,50,58
"помощница",0.146791,4,4
"помысел",0.386063,9,9
"помышление",0.026394,2,3
"понг",0.013429,2,2
"понимание",9.599224,94,131
"понос",0.163827,6,8
"понт",0.026597,2,2
"понтов",0.020121,2,2
"понты",0.03794,2,4
"понятие",3.863043,42,47
"поощрение",0.646672,6,15
"поп",0.649132,13,16
"попа",0.51086,9,9
"попадание",1.475731,15,20
"попадос",0.013429,2,2
"попечитель",0.053221,2,2
"попкорн",0.056108,2,3
"пополнение",1.150427,16,16
"поправка",0.496443,5,6
"попугай",0.324294,7,10
"популяр",0.01939,5,6
"популяризатор",0.044296,3,3
"популяризация",0.331331,6,6
"популярность",3.085958,33,38
"популяция",0.416738,6,7
"попутчик",0.093767,2,3
"попытка",4.005489,39,54
"поражение",2.700587,29,33
"порез",0.033328,2,2
"порей",0.020203,3,3
"пористость",0.021736,1,2
"порно",0.045427,2,3
"порог",1.463075,15,19
"порода",1.321542,14,17
"порождение",0.090722,3,3
"порох",0.119388,3,3
"порочный круг",1.345956,3,3
"порошок",1.28627,18,25
"порт",1.05099,10,15
"портал",6.243969,66,84
"портной",0.029756,2,2
"портрет",1.292229,14,16
"портфель",0.759095,8,9
"портфолио",0.106261,3,3
"поручение",0.932943,9,12
"поручитель",0.064985,3,6
"порция",2.042284,25,27
"порча",0.171094,3,5
"порыв",0.807383,9,10
"порядок",9.799903,103,123
"порядочность",0.066351,2,2
"пос",0.07185,12,13
"посадка",0.975305,11,11
"посадочное место",3.244381,2,2
"посадочный талон",0.256226,2,2
"посвящение",0.28684,5,8
"поселение",1.112127,11,14
"посетитель",1.580943,17,19
"посещение",3.268314,34,42
"посиделка",0.238553,5,5
"послабление",0.085131,2,2
"послание",0.775027,11,12
"посланник",1.917348,17,31
"последователь",0.429893,5,6
"последовательность",0.776014,9,11
"последовательность чисел",1.414498,1,2
"последствие",6.346988,66,79
"посмешище",0.041882,2,2
"пособие",1.310878,12,18
"поспешность",0.026167,1,2
"посредник",0.867658,9,11
"поставщик",3.16884,31,42
"постановка",0.454059,5,5
"постановка задачи",1.428018,1,2
"постижение",0.016802,2,2
"посторонний",0.082925,2,2
"постоялец",0.071295,2,2
"постоянная",0.129139,3,3
"постоянное напряжение",1.542264,2,2
"постоянство",0.257238,9,11
"пострадавший",0.361189,4,4
"построение",1.877761,22,23
"постулат",0.078785,1,3
"поступление",1.69739,19,19
"посуда",2.76309,31,35
"посыл",0.280353,5,6
"посылка",0.936304,9,14
"посягательство",0.108719,2,2
"посёлок",2.47443,22,35
"пот",0.717395,11,14
"потенциал",3.17624,31,41
"потенция",0.026597,2,2
"потерпевший",0.268028,3,3
"потеря",6.317043,65,82
"потерявший работу",3.85693,2,2
"поток",8.498144,81,131
"потолок",0.523,6,6
"потомок",0.27033,3,3
"потомство",0.138379,3,3
"потоп",0.089426,2,2
"потребитель",2.891942,27,39
"потребление",1.606145,17,19
"потребность",9.154191,85,128
"потрясение",0.480224,6,7
"потёртость",0.032864,2,2
"похвала",1.273728,16,22
"похищение",0.124745,2,2
"похмелье",0.047647,2,2
"поход",1.481058,18,19
"походка",0.319395,8,9
"похождение",0.090915,4,4
"похороны",0.398085,5,5
"похудение",0.230177,7,8
"поцелуй",0.85813,11,16
"почесть",0.150879,5,5
"почитание",0.243482,8,11
"почитатель",0.082925,2,2
"почка",1.961208,20,37
"почта",2.244734,25,26
"пошив",0.127599,2,2
"пошлость",0.105555,3,3
"пощада",0.047647,2,2
"поэзия",0.23133,3,3
"поэт",1.869081,20,23
"поющийфинпросвет",0.014199,2,3
"появление",2.77245,29,35
"пояс",2.534915,22,37
"пояснение",0.170666,3,3
"поясница",0.067159,5,5
"ппрецепт",0.04756,20,24
"пра",0.013429,2,2
"правило",13.830093,139,182
"правило выбора",1.950538,1,3
"правило игры",7.498081,5,5
"правильное питание",1.825763,2,2
"правильность",1.170914,16,16
"правитель",6.512112,62,98
"правительница",0.075576,8,12
"правительство",1.10407,14,16
"правка",0.080776,4,4
"правление",0.724922,8,10
"правнук",0.061234,2,2
"право",10.54045,105,137
"правонарушение",0.275114,3,3
"правоохранитель",0.271206,4,4
"правопорядок",0.132984,2,2
"православие",0.12088,2,2
"правосудие",0.324035,4,4
"правота",0.27288,4,4
"празднество",0.117629,4,4
"праздник",11.323182,122,137
"празднование",0.355503,4,4
"прайс",0.047497,4,4
"практик",0.178969,6,6
"практика",10.973878,110,149
"практикум",0.026091,2,4
"практический опыт",2.031237,2,2
"практическое применение",1.253364,2,2
"праправду",0.013429,2,2
"прапрапрабабушка",0.013429,2,2
"прах",0.155417,3,3
"пре",0.016857,4,4
"пребывание",0.941463,10,11
"превосходство",0.669152,10,12
"превращение",0.389939,5,5
"превышение",0.181411,2,2
"преграда",1.087002,17,19
"предатель",0.35755,8,9
"предбанник",0.024374,1,3
"предвзятость",0.026167,1,2
"предвкушение",0.101875,4,4
"предзагрузка",0.013429,2,2
"предзаказ",0.129613,55,92
"предлог",1.572541,17,29
"предметы роскоши",1.861239,3,3
"предок",1.160053,13,13
"предоплата",0.266402,8,10
"предоставление",0.732788,7,10
"предотвращение",1.669139,22,27
